,BZCAT5 Source name,RA (J2000.0),Dec (J2000.0)
1771,5BZBJ1150+2417,11 50 19.2,+24 17 53.8
1772,5BZQJ1150+0156,11 50 24.78,+01 56 20.29
1773,5BZQJ1150-1930,11 50 31.53,-19 30 49.5
1774,5BZBJ1150+4154,11 50 34.77,+41 54 40.1
1775,5BZQJ1150-0023,11 50 43.86,-00 23 54.2
1776,5BZQJ1151-1723,11 51 03.19,-17 23 59.78
1777,5BZBJ1151+5859,11 51 24.67,+58 59 17.59
1778,5BZBJ1151-1347,11 51 29.95,-13 47 50.71
1779,5BZBJ1152+2837,11 52 10.71,+28 37 21.21
1780,5BZQJ1152-0841,11 52 17.21,-08 41 03.3
1781,5BZBJ1152+1531,11 52 22.19,+15 31 48.1
1782,5BZQJ1152+3209,11 52 27.48,+32 09 59.18
1783,5BZQJ1152+4939,11 52 32.87,+49 39 38.8
1784,5BZQJ1152+3307,11 52 51.9,+33 07 18.8
1785,5BZQJ1152-0519,11 52 55.49,-05 19 48.5
1786,5BZQJ1153+8058,11 53 12.49,+80 58 29.2
1787,5BZQJ1153+0914,11 53 12.54,+09 14 02.29
1788,5BZUJ1153+5831,11 53 23.98,+58 31 38.6
1789,5BZQJ1153+4931,11 53 24.47,+49 31 08.79
1790,5BZQJ1153+3617,11 53 26.7,+36 17 26.3
1791,5BZBJ1153+3823,11 53 42.9,+38 23 05.89
1792,5BZQJ1153+4036,11 53 54.65,+40 36 52.59
1793,5BZQJ1154+5934,11 54 01.37,+59 34 54.19
1794,5BZBJ1154-0010,11 54 04.55,-00 10 09.91
1795,5BZQJ1154+6022,11 54 04.55,+60 22 20.89
1796,5BZBJ1154-3242,11 54 06.18,-32 42 43.3
1797,5BZGJ1154+0238,11 54 09.28,+02 38 15.1
1798,5BZGJ1154+1225,11 54 10.42,+12 25 09.69
1799,5BZQJ1155-3107,11 55 03.16,-31 07 58.69
1800,5BZBJ1155+0926,11 55 18.27,+09 26 41.2
1801,5BZQJ1155+0214,11 55 42.53,+02 14 11.11
1802,5BZUJ1155-8101,11 55 46.14,-81 01 18.08
1803,5BZGJ1156+4238,11 56 46.55,+42 38 07.4
1804,5BZGJ1157+2822,11 57 09.53,+28 22 00.69
1805,5BZGJ1158+2450,11 58 25.79,+24 50 17.98
1806,5BZQJ1158+4825,11 58 26.76,+48 25 16.21
1807,5BZBJ1158+0937,11 58 54.36,+09 37 11.71
1808,5BZUJ1159-2228,11 59 11.27,-22 28 36.91
1809,5BZUJ1159-0940,11 59 12.71,-09 40 51.99
1810,5BZQJ1159-2142,11 59 21.42,-21 42 44.89
1811,5BZQJ1159+2914,11 59 31.82,+29 14 43.79
1812,5BZQJ1159-2148,11 59 51.9,-21 48 53.71
1813,5BZGJ1200+4758,12 00 46.79,+47 58 28.3
1814,5BZGJ1201-0007,12 01 06.18,-00 07 01.59
1815,5BZQJ1201+0900,12 01 27.4,+09 00 40.28
1816,5BZGJ1201-0011,12 01 43.66,-00 11 13.99
1817,5BZBJ1202+4444,12 02 08.65,+44 44 22.48
1818,5BZQJ1202+2756,12 02 34.0,+27 56 26.01
1819,5BZQJ1202-0528,12 02 34.21,-05 28 02.49
1820,5BZBJ1202+3851,12 02 57.06,+38 51 47.41
1821,5BZBJ1203+6031,12 03 03.5,+60 31 19.09
1822,5BZQJ1203+4803,12 03 29.85,+48 03 13.6
1823,5BZBJ1203+5430,12 03 31.67,+54 30 08.89
1824,5BZQJ1203+4510,12 03 35.4,+45 10 49.58
1825,5BZBJ1203+5819,12 03 55.33,+58 19 45.51
1826,5BZBJ1204+1145,12 04 12.11,+11 45 55.4
1827,5BZGJ1204-0710,12 04 16.66,-07 10 08.9
1828,5BZQJ1204-5055,12 04 58.91,-50 55 56.6
1829,5BZQJ1205-2634,12 05 33.2,-26 34 04.51
1830,5BZQJ1205+0053,12 05 48.48,+00 53 43.9
1831,5BZQJ1206+2822,12 06 19.64,+28 22 54.58
1832,5BZBJ1206+0529,12 06 58.02,+05 29 52.18
1833,5BZBJ1207+1715,12 07 09.96,+17 15 49.28
1834,5BZBJ1207-1746,12 07 11.5,-17 46 05.98
1835,5BZQJ1207+1211,12 07 12.61,+12 11 45.81
1836,5BZQJ1207+2754,12 07 27.9,+27 54 58.78
1837,5BZQJ1207-0106,12 07 41.68,-01 06 36.68
1838,5BZBJ1208+3015,12 08 04.32,+30 15 50.39
1839,5BZBJ1208-2937,12 08 18.0,-29 37 59.91
1840,5BZUJ1208+6121,12 08 37.11,+61 21 06.51
1841,5BZBJ1208+1159,12 08 37.26,+11 59 37.78
1842,5BZQJ1208+5441,12 08 54.24,+54 41 58.09
1843,5BZQJ1209-2406,12 09 02.45,-24 06 20.8
1844,5BZBJ1209-2032,12 09 14.6,-20 32 39.01
1845,5BZBJ1209+4119,12 09 22.79,+41 19 41.41
1846,5BZQJ1209-4016,12 09 35.23,-40 16 13.11
1847,5BZBJ1209+0210,12 09 38.32,+02 10 17.18
1848,5BZQJ1209+2547,12 09 45.09,+25 47 03.69
1849,5BZQJ1209+1810,12 09 51.76,+18 10 06.81
1850,5BZGJ1210+0223,12 10 17.7,+02 23 43.58
1851,5BZBJ1210+3929,12 10 26.67,+39 29 08.98
1852,5BZBJ1211+3900,12 11 34.24,+39 00 53.78
1853,5BZBJ1211+2242,12 11 58.67,+22 42 32.39
1854,5BZBJ1213+5129,12 13 00.87,+51 29 35.91
1855,5BZBJ1213-1003,12 13 22.93,-10 03 25.3
1856,5BZBJ1213-2618,12 13 22.99,-26 18 06.98
1857,5BZQJ1213+1307,12 13 32.15,+13 07 20.6
1858,5BZQJ1213+0001,12 13 47.53,+00 01 30.0
1859,5BZBJ1213+6425,12 13 48.81,+64 25 20.1
1860,5BZQJ1214+0829,12 14 59.9,+08 29 22.48
1861,5BZBJ1215+5002,12 15 00.78,+50 02 15.61
1862,5BZQJ1215+1654,12 15 03.96,+16 54 37.9
1863,5BZBJ1215+3508,12 15 08.85,+35 08 13.41
1864,5BZQJ1215+4627,12 15 09.95,+46 27 15.08
1865,5BZGJ1215+0732,12 15 10.97,+07 32 04.7
1866,5BZQJ1215+6422,12 15 48.9,+64 22 28.48
1867,5BZQJ1215+3448,12 15 55.6,+34 48 15.19
1868,5BZBJ1216-0243,12 16 03.26,-02 43 05.69
1869,5BZGJ1216+0929,12 16 06.22,+09 29 09.38
1870,5BZQJ1216-1033,12 16 24.4,-10 33 15.58
1871,5BZBJ1216+0541,12 16 49.98,+05 41 36.7
1872,5BZQJ1217+2925,12 17 08.25,+29 25 33.49
1873,5BZQJ1217+5835,12 17 11.01,+58 35 26.19
1874,5BZQJ1217+3305,12 17 32.53,+33 05 38.4
1875,5BZQJ1217+5155,12 17 36.65,+51 55 10.19
1876,5BZBJ1217+3007,12 17 52.08,+30 07 00.58
1877,5BZBJ1217-0029,12 17 58.73,-00 29 46.28
1878,5BZBJ1218-0119,12 18 34.92,-01 19 54.3
1879,5BZQJ1219+4829,12 19 06.41,+48 29 56.11
1880,5BZQJ1219+6600,12 19 35.79,+66 00 31.78
1881,5BZBJ1219+0446,12 19 44.98,+04 46 22.4
1882,5BZBJ1219-0314,12 19 45.71,-03 14 24.0
1883,5BZQJ1220+7105,12 20 03.63,+71 05 31.09
1884,5BZBJ1220+3431,12 20 08.28,+34 31 21.68
1885,5BZQJ1220+0203,12 20 11.88,+02 03 42.19
1886,5BZBJ1220-0003,12 20 12.13,-00 03 05.68
1887,5BZQJ1220+3808,12 20 59.22,+38 08 55.6
1888,5BZGJ1221+4742,12 21 07.78,+47 42 28.51
1889,5BZBJ1221+3010,12 21 21.94,+30 10 37.09
1890,5BZQJ1221-0241,12 21 23.94,-02 41 49.59
1891,5BZQJ1221+4411,12 21 27.04,+44 11 29.68
1892,5BZBJ1221+2813,12 21 31.68,+28 13 58.51
1893,5BZGJ1221+0821,12 21 32.05,+08 21 44.2
1894,5BZBJ1222+3540,12 22 11.41,+35 40 58.29
1895,5BZQJ1222+0413,12 22 22.54,+04 13 15.7
1896,5BZQJ1222+2934,12 22 43.21,+29 34 41.48
1897,5BZQJ1223+4611,12 23 39.34,+46 11 18.59
1898,5BZBJ1223+8040,12 23 40.49,+80 40 04.29
1899,5BZGJ1223+4650,12 23 53.04,+46 50 48.91
1900,5BZQJ1223+0650,12 23 54.61,+06 50 02.61
1901,5BZBJ1223+7953,12 23 58.21,+79 53 29.0
1902,5BZBJ1224+2239,12 24 01.03,+22 39 38.91
1903,5BZQJ1224+5001,12 24 09.9,+50 01 55.48
1904,5BZBJ1224+2436,12 24 24.17,+24 36 23.5
1905,5BZBJ1224+4335,12 24 51.5,+43 35 19.28
1906,5BZQJ1224+0330,12 24 52.42,+03 30 50.29
1907,5BZUJ1224-8313,12 24 54.37,-83 13 10.09
1908,5BZQJ1224+2122,12 24 54.46,+21 22 46.41
1909,5BZUJ1225+4834,12 25 06.49,+48 34 35.18
1910,5BZBJ1225+7214,12 25 14.14,+72 14 48.08
1911,5BZGJ1226+2604,12 26 04.12,+26 04 28.09
1912,5BZBJ1226+0638,12 26 44.18,+06 38 54.09
1913,5BZBJ1226-1328,12 26 54.42,-13 28 38.89
1914,5BZQJ1226+4340,12 26 57.9,+43 40 58.4
1915,5BZBJ1227-4436,12 27 26.68,-44 36 38.3
1916,5BZQJ1227+4932,12 27 55.72,+49 32 56.0
1917,5BZBJ1228-0221,12 28 09.13,-02 21 36.21
1918,5BZQJ1228+3128,12 28 24.96,+31 28 37.59
1919,5BZQJ1228-0304,12 28 36.91,-03 04 39.1
1920,5BZQJ1228+3706,12 28 47.41,+37 06 11.98
1921,5BZQJ1228+4858,12 28 51.77,+48 58 01.3
1922,5BZQJ1229+0203,12 29 06.7,+02 03 08.6
1923,5BZQJ1229+0423,12 29 16.3,+04 23 21.01
1924,5BZBJ1230+2518,12 30 14.09,+25 18 07.09
1925,5BZUJ1230-3121,12 30 44.93,-31 21 23.29
1926,5BZQJ1230-1139,12 30 55.56,-11 39 09.79
1927,5BZBJ1231+1421,12 31 23.89,+14 21 24.51
1928,5BZQJ1231+0418,12 31 27.59,+04 18 01.9
1929,5BZBJ1231+6414,12 31 31.38,+64 14 18.31
1930,5BZBJ1231+2847,12 31 43.59,+28 47 49.7
1931,5BZQJ1232-0224,12 32 00.0,-02 24 05.29
1932,5BZQJ1232+4821,12 32 34.79,+48 21 33.01
1933,5BZQJ1233-0031,12 33 04.06,-00 31 34.28
1934,5BZBJ1233+1701,12 33 05.15,+17 01 33.31
1935,5BZQJ1233-1025,12 33 13.13,-10 25 18.8
1936,5BZBJ1233-0144,12 33 41.33,-01 44 23.71
1937,5BZGJ1233+5026,12 33 49.26,+50 26 22.81
1938,5BZQJ1234+4753,12 34 13.32,+47 53 51.21
1939,5BZBJ1234-3856,12 34 17.15,-38 56 35.08
1940,5BZBJ1234+3910,12 34 38.94,+39 10 46.81
1941,5BZGJ1234-2432,12 34 49.73,-24 32 32.89
1942,5BZQJ1235+3621,12 35 05.81,+36 21 19.29
1943,5BZBJ1235-1403,12 35 11.18,-14 03 23.39
1944,5BZGJ1235+1700,12 35 28.85,+17 00 36.61
1945,5BZQJ1235+5228,12 35 30.55,+52 28 27.69
1946,5BZBJ1236+3900,12 36 23.03,+39 00 01.11
1947,5BZBJ1237+3020,12 37 05.58,+30 20 05.2
1948,5BZBJ1237+6258,12 37 39.07,+62 58 42.81
1949,5BZQJ1238+0723,12 38 02.44,+07 23 21.8
1950,5BZQJ1238-1159,12 38 07.39,-11 59 24.0
1951,5BZUJ1238+5325,12 38 07.76,+53 25 55.99
1952,5BZUJ1238-1959,12 38 24.37,-19 59 13.7
1953,5BZBJ1238+4431,12 38 26.02,+44 31 37.09
1954,5BZGJ1238+5406,12 38 31.24,+54 06 51.91
1955,5BZBJ1239+4132,12 39 22.73,+41 32 51.61
1956,5BZUJ1239+0730,12 39 24.59,+07 30 17.2
1957,5BZQJ1239+0443,12 39 32.76,+04 43 05.19
1958,5BZQJ1239-1023,12 39 43.06,-10 23 28.71
1959,5BZBJ1241+3400,12 41 09.42,+34 00 38.08
1960,5BZBJ1241+3440,12 41 41.4,+34 40 31.11
1961,5BZBJ1241+0636,12 41 48.29,+06 36 01.0
1962,5BZBJ1241-1455,12 41 49.39,-14 55 58.0
1963,5BZBJ1242-1653,12 42 20.45,-16 53 03.98
1964,5BZBJ1242+7634,12 42 32.31,+76 34 17.68
1965,5BZQJ1242+3751,12 42 51.36,+37 51 00.0
1966,5BZGJ1243+5212,12 43 08.98,+52 12 45.1
1967,5BZQJ1243-2943,12 43 10.66,-29 43 22.51
1968,5BZBJ1243+3627,12 43 12.7,+36 27 43.88
1969,5BZQJ1243-3941,12 43 34.15,-39 41 52.51
1970,5BZGJ1243-0613,12 43 34.5,-06 13 21.0
1971,5BZQJ1243+7442,12 43 45.02,+74 42 37.11
1972,5BZQJ1243+4043,12 43 55.78,+40 43 58.51
1973,5BZBJ1244+0444,12 44 25.29,+04 44 59.6
1974,5BZBJ1244+1616,12 44 44.34,+16 16 21.68
1975,5BZBJ1245+5709,12 45 10.0,+57 09 54.39
1976,5BZBJ1245+0228,12 45 33.78,+02 28 25.21
1977,5BZQJ1245+4346,12 45 59.99,+43 46 26.9
1978,5BZBJ1246+0113,12 46 02.52,+01 13 18.8
1979,5BZQJ1246-0730,12 46 04.23,-07 30 46.58
1980,5BZQJ1246-2547,12 46 46.79,-25 47 49.3
1981,5BZBJ1247+4423,12 47 00.72,+44 23 19.78
1982,5BZQJ1247+1022,12 47 47.33,+10 22 31.58
1983,5BZBJ1248+5820,12 48 18.77,+58 20 28.71
1984,5BZQJ1248-0632,12 48 22.98,-06 32 09.81
1985,5BZBJ1248+0830,12 48 25.9,+08 30 20.98
1986,5BZQJ1248-4559,12 48 28.5,-45 59 47.18
1987,5BZBJ1248+5128,12 48 34.3,+51 28 07.89
1988,5BZBJ1249+3707,12 49 46.73,+37 07 47.71
1989,5BZBJ1250+3155,12 50 15.54,+31 55 59.41
1990,5BZBJ1250+0216,12 50 32.57,+02 16 32.08
1991,5BZQJ1251-1717,12 51 14.47,-17 17 13.19
1992,5BZBJ1251+1039,12 51 17.88,+10 39 05.29
1993,5BZBJ1251-2958,12 51 34.88,-29 58 42.88
1994,5BZQJ1251-3518,12 51 39.23,-35 18 39.59
1995,5BZQJ1252+6451,12 52 23.79,+64 51 38.01
1996,5BZBJ1252+0849,12 52 34.57,+08 49 44.0
1997,5BZBJ1252+2937,12 52 34.66,+29 37 32.59
1998,5BZQJ1252-3319,12 52 58.39,-33 19 59.59
1999,5BZBJ1253+3826,12 53 00.9,+38 26 26.01
2000,5BZBJ1253+5301,12 53 11.92,+53 01 11.71
2001,5BZGJ1253-3931,12 53 41.25,-39 31 59.59
2002,5BZGJ1253+0326,12 53 46.98,+03 26 30.08
2003,5BZBJ1253+6242,12 53 59.41,+62 42 57.2
2004,5BZQJ1253-4059,12 53 59.52,-40 59 30.69
2005,5BZBJ1254+2211,12 54 33.27,+22 11 03.69
2006,5BZQJ1254-2000,12 54 37.25,-20 00 56.48
2007,5BZQJ1254+1141,12 54 38.35,+11 41 05.89
2008,5BZGJ1254-4424,12 54 57.5,-44 24 56.59
2009,5BZQJ1255+0340,12 55 00.49,+03 40 43.1
2010,5BZQJ1255+1817,12 55 31.74,+18 17 50.89
2011,5BZQJ1255+6124,12 55 45.0,+61 24 50.9
2012,5BZBJ1255+3848,12 55 55.39,+38 48 11.3
2013,5BZQJ1256-0547,12 56 11.16,-05 47 21.51
2014,5BZGJ1256-1146,12 56 15.95,-11 46 37.3
2015,5BZUJ1256-2155,12 56 25.5,-21 55 21.28
2016,5BZBJ1256+0609,12 56 39.35,+06 09 08.1
2017,5BZUJ1257+0024,12 57 03.11,+00 24 35.99
2018,5BZBJ1257+3647,12 57 16.57,+36 47 14.89
2019,5BZBJ1257+2412,12 57 31.92,+24 12 40.1
2020,5BZQJ1257+3229,12 57 57.23,+32 29 29.29
2021,5BZQJ1257-3155,12 57 59.05,-31 55 16.89
2022,5BZBJ1258+6120,12 58 20.79,+61 20 45.49
2023,5BZQJ1258-1800,12 58 38.29,-18 00 03.09
2024,5BZBJ1258-0447,12 58 48.04,-04 47 45.09
2025,5BZQJ1258-2219,12 58 54.47,-22 19 31.11
2026,5BZBJ1258+0134,12 58 54.59,+01 34 41.41
2027,5BZUJ1259-2310,12 59 08.45,-23 10 38.71
2028,5BZQJ1259-2436,12 59 12.63,-24 36 05.5
2029,5BZBJ1300+1755,13 00 08.52,+17 55 37.59
2030,5BZBJ1300+6344,13 00 17.57,+63 44 40.2
2031,5BZQJ1300+1417,13 00 20.9,+14 17 18.49
2032,5BZQJ1300+2830,13 00 28.53,+28 30 10.18
2033,5BZBJ1300+5351,13 00 32.77,+53 51 12.59
2034,5BZQJ1300+5029,13 00 41.25,+50 29 36.81
2035,5BZQJ1300-3253,13 00 42.45,-32 53 12.08
2036,5BZUJ1301-3226,13 01 00.79,-32 26 28.6
2037,5BZQJ1301+3337,13 01 29.15,+33 37 00.3
2038,5BZGJ1301+4634,13 01 32.62,+46 34 02.78
2039,5BZBJ1301+4056,13 01 45.64,+40 56 24.61
2040,5BZBJ1301+4416,13 01 46.31,+44 16 19.41
2041,5BZQJ1302+4819,13 02 17.2,+48 19 17.61
2042,5BZUJ1302+5748,13 02 52.47,+57 48 37.58
2043,5BZBJ1302+5056,13 02 55.33,+50 56 18.31
2044,5BZBJ1303+2433,13 03 03.23,+24 33 55.8
2045,5BZUJ1303-1051,13 03 13.86,-10 51 17.09
2046,5BZQJ1303-4621,13 03 40.27,-46 21 02.3
2047,5BZBJ1304-4353,13 04 20.99,-43 53 10.21
2048,5BZQJ1304-0346,13 04 43.66,-03 46 02.38
2049,5BZBJ1305+7854,13 05 00.05,+78 54 35.6
2050,5BZBJ1305+3855,13 05 31.25,+38 55 21.9
2051,5BZQJ1305-1033,13 05 33.01,-10 33 19.4
2052,5BZQJ1306+5529,13 06 03.35,+55 29 43.9
2053,5BZQJ1306+4741,13 06 29.94,+47 41 32.49
2054,5BZQJ1307-3207,13 07 15.17,-32 07 58.51
2055,5BZBJ1307-4259,13 07 37.97,-42 59 38.9
2056,5BZQJ1308+3546,13 08 23.7,+35 46 37.2
2057,5BZQJ1308+4729,13 08 51.33,+47 29 54.88
2058,5BZQJ1309+5557,13 09 09.75,+55 57 38.3
2059,5BZBJ1309+4305,13 09 25.53,+43 05 05.6
2060,5BZBJ1309+1154,13 09 33.93,+11 54 24.58
2061,5BZQJ1309-3948,13 09 48.47,-39 48 33.08
2062,5BZBJ1310-1157,13 10 12.48,-11 57 46.4
2063,5BZQJ1310+0044,13 10 28.5,+00 44 08.91
2064,5BZUJ1310+3220,13 10 28.66,+32 20 43.8
2065,5BZQJ1310+4653,13 10 53.58,+46 53 52.18
2066,5BZQJ1310+3233,13 10 59.4,+32 33 34.41
2067,5BZQJ1311+5513,13 11 03.21,+55 13 54.29
2068,5BZBJ1311+0035,13 11 06.47,+00 35 09.99
2069,5BZQJ1311+1417,13 11 07.81,+14 17 46.6
2070,5BZBJ1311+3953,13 11 46.02,+39 53 17.48
2071,5BZBJ1311+0853,13 11 55.75,+08 53 40.99
2072,5BZQJ1312+4809,13 12 11.14,+48 09 25.3
2073,5BZQJ1312+3515,13 12 17.75,+35 15 21.09
2074,5BZBJ1312-2156,13 12 31.55,-21 56 23.38
2075,5BZUJ1312+4828,13 12 43.34,+48 28 30.9
2076,5BZQJ1312-0424,13 12 50.89,-04 24 49.89
2077,5BZBJ1313+0201,13 13 30.11,+02 01 05.91
2078,5BZQJ1313+1027,13 13 41.64,+10 27 14.4
2079,5BZQJ1314-3303,13 14 03.56,-33 03 54.89
2080,5BZBJ1314+2348,13 14 43.8,+23 48 26.78
2081,5BZGJ1315-4236,13 15 03.39,-42 36 49.71
2082,5BZUJ1315-5334,13 15 04.17,-53 34 35.79
2083,5BZQJ1315+2840,13 15 13.49,+28 40 53.68
2084,5BZQJ1316-3338,13 16 07.98,-33 38 59.2
2085,5BZQJ1316-3025,13 16 32.98,-30 25 32.08
2086,5BZQJ1317+3425,13 17 36.48,+34 25 15.88
2087,5BZQJ1318-0607,13 18 33.71,-06 07 23.8
2088,5BZQJ1319-1217,13 19 12.09,-12 17 31.99
2089,5BZQJ1319+4851,13 19 30.3,+48 51 03.2
2090,5BZBJ1319+1405,13 19 31.73,+14 05 33.1
2091,5BZBJ1319+2725,13 19 35.27,+27 25 02.31
2092,5BZUJ1320+0140,13 20 26.79,+01 40 36.8
2093,5BZQJ1321+2216,13 21 11.21,+22 16 12.1
2094,5BZQJ1321-2636,13 21 14.04,-26 36 10.18
2095,5BZQJ1321+0023,13 21 39.56,+00 23 57.58
2096,5BZQJ1322+2148,13 22 11.4,+21 48 12.31
2097,5BZQJ1322-8419,13 22 27.73,-84 19 34.1
2098,5BZGJ1322+1344,13 22 31.49,+13 44 30.29
2099,5BZQJ1322-0937,13 22 36.9,-09 37 37.81
2100,5BZBJ1322+3216,13 22 47.4,+32 16 08.61
2101,5BZQJ1322+3912,13 22 55.66,+39 12 07.99
2102,5BZGJ1323+0439,13 23 01.01,+04 39 51.58
2103,5BZQJ1323-3407,13 23 17.14,-34 07 12.39
2104,5BZQJ1323-3038,13 23 19.49,-30 38 06.61
2105,5BZBJ1323-3653,13 23 45.88,-36 53 37.78
2106,5BZQJ1323+7942,13 23 51.56,+79 42 51.8
2107,5BZBJ1323+1405,13 23 58.37,+14 05 59.49
2108,5BZGJ1324+5739,13 24 00.9,+57 39 16.41
2109,5BZQJ1324-3623,13 24 03.56,-36 23 35.59
2110,5BZBJ1324+4048,13 24 12.07,+40 48 11.8
2111,5BZQJ1324-1049,13 24 25.79,-10 49 23.08
2112,5BZQJ1324+4743,13 24 29.34,+47 43 20.6
2113,5BZQJ1325-0804,13 25 09.61,-08 04 48.39
2114,5BZQJ1325+1123,13 25 12.49,+11 23 29.61
2115,5BZUJ1325-4301,13 25 27.61,-43 01 08.79
2116,5BZBJ1325+6621,13 25 31.79,+66 21 03.09
2117,5BZBJ1325-3001,13 25 32.86,-30 01 43.1
2118,5BZBJ1325-0228,13 25 41.9,-02 28 09.91
2119,5BZBJ1325+4115,13 25 58.95,+41 15 00.5
2120,5BZBJ1326+2933,13 26 14.99,+29 33 30.99
2121,5BZGJ1326+1229,13 26 17.7,+12 29 58.81
2122,5BZBJ1326-5256,13 26 49.21,-52 56 23.6
2123,5BZQJ1326-0500,13 26 54.6,-05 00 59.0
2124,5BZQJ1327+2210,13 27 00.85,+22 10 50.19
2125,5BZQJ1327+5008,13 27 25.12,+50 08 49.19
2126,5BZQJ1327-1336,13 27 42.09,-13 36 00.61
2127,5BZBJ1327+2527,13 27 58.95,+25 27 46.4
2128,5BZBJ1327+6458,13 27 59.77,+64 58 11.38
2129,5BZBJ1328+1129,13 28 02.09,+11 29 13.59
2130,5BZBJ1328+1145,13 28 33.55,+11 45 20.48
2131,5BZUJ1329-5608,13 29 01.14,-56 08 02.61
2132,5BZGJ1329-2640,13 29 20.8,-26 40 21.21
2133,5BZBJ1329+3154,13 29 52.85,+31 54 11.08
2134,5BZQJ1330+5414,13 30 05.4,+54 14 51.5
2135,5BZQJ1330-3122,13 30 19.08,-31 22 59.08
2136,5BZBJ1330+4441,13 30 21.53,+44 41 20.29
2137,5BZBJ1330+7001,13 30 25.8,+70 01 38.71
2138,5BZBJ1330+2415,13 30 26.51,+24 15 21.49
2139,5BZBJ1330+5655,13 30 40.68,+56 55 20.2
2140,5BZUJ1330+5202,13 30 42.6,+52 02 15.5
2141,5BZGJ1331+5655,13 31 02.91,+56 55 41.8
2142,5BZBJ1331-0022,13 31 05.7,-00 22 21.1
2143,5BZQJ1331-2639,13 31 11.69,-26 39 09.61
2144,5BZQJ1331-0341,13 31 29.15,-03 41 14.1
2145,5BZBJ1331+1712,13 31 33.45,+17 12 50.61
2146,5BZQJ1332-0509,13 32 04.45,-05 09 43.3
2147,5BZQJ1332-1256,13 32 39.24,-12 56 15.28
2148,5BZQJ1332+4722,13 32 45.24,+47 22 22.69
2149,5BZQJ1333+2725,13 33 07.49,+27 25 18.4
2150,5BZQJ1333-3324,13 33 08.72,-33 24 40.28
2151,5BZBJ1333-1436,13 33 23.95,-14 36 21.7
2152,5BZBJ1333+6235,13 33 25.98,+62 35 41.89
2153,5BZQJ1333+1649,13 33 35.77,+16 49 04.0
2154,5BZUJ1333+5057,13 33 53.77,+50 57 36.0
2155,5BZUJ1334-1150,13 34 04.19,-11 50 14.31
2156,5BZQJ1334+5631,13 34 37.49,+56 31 47.89
2157,5BZQJ1335+4542,13 35 21.96,+45 42 38.19
2158,5BZBJ1335-2950,13 35 29.75,-29 50 38.9
2159,5BZBJ1335-0511,13 35 56.47,-05 11 41.71
2160,5BZBJ1336+2105,13 36 05.58,+21 05 26.41
2161,5BZGJ1336-0829,13 36 08.26,-08 29 51.79
2162,5BZBJ1336+2319,13 36 12.16,+23 19 58.0
2163,5BZQJ1337-1319,13 37 14.76,-13 19 18.08
2164,5BZQJ1337+6532,13 37 16.06,+65 32 46.28
2165,5BZBJ1337+0035,13 37 31.37,+00 35 29.0
2166,5BZQJ1337-1257,13 37 39.77,-12 57 24.69
2167,5BZQJ1337+5501,13 37 49.63,+55 01 02.09
2168,5BZBJ1338+1153,13 38 59.05,+11 53 16.69
2169,5BZUJ1339-2401,13 39 01.74,-24 01 14.01
2170,5BZBJ1339+0800,13 39 10.79,+08 00 24.51
2171,5BZQJ1339-2620,13 39 19.88,-26 20 30.51
2172,5BZQJ1340-0137,13 40 04.61,-01 37 46.48
2173,5BZBJ1340+2743,13 40 10.85,+27 43 46.99
2174,5BZBJ1340+4410,13 40 29.8,+44 10 04.0
2175,5BZUJ1340+3600,13 40 36.0,+36 00 26.78
2176,5BZBJ1340-0148,13 40 37.59,-01 48 47.7
2177,5BZGJ1341+3959,13 41 05.1,+39 59 45.38
2178,5BZQJ1341+2816,13 41 15.28,+28 16 05.08
2179,5BZBJ1341+5514,13 41 36.23,+55 14 38.0
2180,5BZGJ1341+3716,13 41 38.66,+37 16 44.9
2181,5BZBJ1341+1905,13 41 45.09,+19 05 36.7
2182,5BZQJ1342-2051,13 42 04.73,-20 51 29.48
2183,5BZQJ1342-3240,13 42 06.19,-32 40 47.49
2184,5BZQJ1342+2709,13 42 08.38,+27 09 30.6
2185,5BZQJ1342-2900,13 42 15.34,-29 00 41.79
2186,5BZQJ1343+2844,13 43 00.18,+28 44 07.51
2187,5BZQJ1343+6602,13 43 45.95,+66 02 25.69
2188,5BZQJ1343+5754,13 43 57.61,+57 54 42.51
2189,5BZQJ1344+6606,13 44 08.68,+66 06 11.59
2190,5BZQJ1344-1723,13 44 14.4,-17 23 40.41
2191,5BZUJ1345+4125,13 45 23.81,+41 25 41.8
2192,5BZQJ1345+4452,13 45 33.17,+44 52 59.59
2193,5BZUJ1345+5332,13 45 45.35,+53 32 52.29
2194,5BZQJ1345+0706,13 45 49.31,+07 06 31.1
2195,5BZGJ1346+2440,13 46 33.99,+24 40 58.51
2196,5BZQJ1346-2839,13 46 42.55,-28 39 20.59
2197,5BZQJ1347+1835,13 47 23.48,+18 35 37.6
2198,5BZUJ1347+3012,13 47 37.45,+30 12 52.3
2199,5BZQJ1347-3750,13 47 40.43,-37 50 36.59
2200,5BZGJ1348+0756,13 48 53.4,+07 56 47.68
2201,5BZQJ1349-1110,13 49 03.18,-11 10 00.8
2202,5BZBJ1349-1413,13 49 16.04,-14 13 17.29
2203,5BZQJ1349-1132,13 49 31.44,-11 32 53.8
2204,5BZQJ1349+5341,13 49 34.66,+53 41 17.01
2205,5BZGJ1350+0940,13 50 22.14,+09 40 10.7
2206,5BZGJ1350-1634,13 50 36.13,-16 34 49.51
